DATE,CUSTOMER ,ADDRESS,QUANTITY ,,RATE,,
11/21/2025,CARUSO,"TEE PLACE & COUNTRY CLUB RD, NEPTUNE NJ",,SAND EW,9.95,,
11/21/2025,CARUSO,"MANTUA RD & CONCETTA DR., MOUNT ROYAL, NJ",200,STONE,14.31,,
,,17 Home News Rd New Brunswick ,,Stone,6.4,,
,Nicholson,1 Cottontail Ln Franklin Twp,Existing ,Salt,14.98,,
,Nicholson,1000 Rt 202 Raritan,Existing ,salt,15.05,,
,Nicholson,940 Ortho Dr Raritan ,Existing ,Salt,15.05,,
,,17 Home News Rd New Brunswick ,,Sand Ew,10.89,,
,,"3001 red lion rd Philadelphia, Pennsylvania 19114",,salt,7.78,,
,,"475 Rt 9, Waretown, NJ 08758",TRAILERS OK,jetty,26.85 + FSC,,
11/21/2025,SIKA,"1262 NJ 77, BRIDGETON/UPPER DEERFIELD, NJ",,SAND PN & FR PLEASE,FR $7.35--PN $8.80,,
,,"1262 NJ 77, BRIDGETON/UPPER DEERFIELD, NJ",,EW GRVL,15.83,,
,,136 Lincoln Rd Kinnelon ,,Sand Ew,18.27,,
,,360 Milltown Rd Bridgewater,,Sand EW ,11.65,,
,,2 Burnett St New Brunswick ,,Stone,7.73,,
,,Mercer County Park West Windsor,,Stone,7.1,,
,,44 Rock Mill Run Skillman,,Stone,4.05,,
,PSEG,Chevalier Ave Sayreville ,,Sand EW ,11.65,,
,,3 highland Ave Monmouth Beach nj,,Sand EW ,$12.91/TON,,
,,"40.276372, -74.218296",,Stone,11.02,,
,,"40.276372, -74.218296",,Sand EW ,11.16,,
,,1 Fisher Guide Dr Ewing ,,Stone,7.22,,
,,1 Fisher Guide Dr Ewing ,,Sand EW ,11.59,,
,,1 Swift Dr Egg Harbor Township. ,,stone,16.06,,
,,256 Alley Ave west creek nj,,sand ,3.8,,
11/24/2025,PRECISION LAWN & PROPERTY CARE,"3 COMMERCE WAY, BETHLEHEM PA 18017",,SALT,19.31,,
11/24/2025,COUDERSPORT BORO,"46 Damascus Road, Coudersport, PA 16915",PUBLIC/CONTRACT,SALT,,,
11/25/2025,acacia,"Glovis (51 Mustin Street, Philadelphia, PA 19112)",,salt,10.55,,
,QUALITY,"713 SNOWDEN AVE CINNAMINSON, NJ",,STONE,12.54,,
,PLATI NUM,515 Monmouth Road Jackson Township,,SALT,10.88,,
11/25/2025,SWEETWATER,"22 Major Rd, Royersford, PA 19468",,Salt,16.02,,
,FABBRI,661 KENYON AVE BRIDGETON,,STONE,16.4,,
,,"800 Coopertown Rd, Delanco, NJ 08075",,stone,11.59,,
,,"800 Coopertown Rd, Delanco, NJ 08075",,sand ,FR $10.07,,
11/26/2025,BRIGHTVIEW,20 DYATT PL HACKENSACK NJ,,SALT,24.2008695652174,,
11/26/2025,PRESTIGE,"624 Jefferson St, Palmyra, NJ",,Salt,9.37130434782609,,
11/26/2025,PRESTIGE,"850 Denow Rd, Pennington. NJ",,Salt,9.76695652173913,,
11/26/2025,PRESTIGE,"2000 Clements Bridge Rd, West Deptford, NJ",,Salt,13.0630434782609,,
11/26/2025,PRESTIGE,"1200 Chews Landing Rd, Clementon, NJ",,Salt,13.6678260869565,,
11/26/2025,PRESTIGE,"2850 Fox St, Philadelphia, PA",,Salt,11.78,,
11/26/2025,PRESTIGE,"1520 Route 38, Hainesport, NJ",,Salt,10.4039130434783,,
11/26/2025,PRESTIGE,"1400 Haddonfield Berlin Rd, Cherry Hill",,Salt,12.1989130434783,,
11/26/2025,PRESTIGE,"4450 Balckhorse Pike, Mays Landing",,Salt,22.315652173913,,
11/26/2025,IMPACT,"510 Williamstown Rd, 08081",,Salt,14.0695652173913,,
11/26/2025,IMPACT,"1147 Delsea Dr, Westville, NJ",,Salt,11.7521739130435,,
11/26/2025,IMPACT,"2101 Reamer Dr, Barrington",,Salt,11.6608695652174,,
11/26/2025,Protective,48 School Rd Somerset,Existing ,Salt,14.56,,
11/26/2025,,175 Railroad Ave Ridgefield ,,Stone,14.52,,
11/26/2025,,3333 Bordentown Ave Sayreville ,,Stone,9.75,,
11/26/2025,,Interchange 11 NJTP Woodbridge ,NEED A BETTER LOCATION,Stone ,,,
11/26/2025,BULLDOG,3600 PROGRESS DR BENSALEM PA,,SALT,5.75,,
11/26/2025,,26 HIGHTSTOWN-CRANBURY STATION RD. EAST WINDSOR NJ,,salt ,12.26,,
11/26/2025,BRIGHTVIEW,6306 FERNANDEZ CT SAYERVILLE NJ,,SALT,16.23,,
11/26/2025,Diamond Prop Mgt,390 Toms River Rd Jackson ,New ,Salt,,,
11/26/2025,Diamond Prop Mgt,10 Norham dr Monroe Twp,New ,Salt,13.4586956521739,,
11/26/2025,millers ,"235 w malaga rd williamstown, nj",,Salt,15.7152173913043,,
11/26/2025,millers ,"6000 atrium way mount laurel, nj",,Salt,10.8934782608696,,
11/26/2025,millers ,"gloucester premium outlets, blackwood, nj",,Salt,13.0652173913043,,
11/28/2025,,100 MANOR WAY ROBBINSVILLE NJ,,SALT,9.03,,
12/01/2025,BRIGHTVIEW,"800 Madison St, Hoboken, Nj, 07030",,SALT,22.55,,
12/01/2025,,32 Grayson Dr Belle Mead ,,Stone,$3.80/TON,,
12/01/2025,Central ,"822 North Brewster Rd Vineland, NJ 08361
",,salt,18.54,,
12/01/2025,,58 kansas rd little egg harbor,,stone ,$13.14/TON,,
12/01/2025,BRIGHTVIEW,760 US 202S Bridgewater NJ,,SALT,14.27,,
12/01/2025,New Cust,"700 Lower State Rd, North Wales, PA 19454",,SALT,10.0717391304348,,
12/01/2025,New Cust,"700 Spring Garden St, Philadelphia, PA 19123",,SALT,9.07,,
12/01/2025,New Cust,"1575 West, Street Rd, Warminster, PA 18974",,SALT,8.71739130434783,,
12/01/2025,,"Cove Road, Downe, NJ 08345",,sand ,PN - $6.08/TON,,
12/01/2025,,"Cove Road, Downe, NJ 08345",,stone,$22.59/TON,,
12/01/2025,Hanagan,"3800 Horizon Blvd., Trevose PA 19053.",,salt,5.92,,
12/01/2025,Hanagan,"1100 Orthodox St., Philadelphia PA 19124. ",,salt,8.97,,
12/01/2025,Hanagan,7722 Dungan Rd. Philadelphia PA 19111.,,salt,8.97,,
12/01/2025,Hanagan,"One Progress Dr., Horsham PA 19044.",,salt,8.46,,
12/01/2025,,"Cove Road, Downe, NJ 08345",BANK RUN,SAND EW ,20.39,,
12/01/2025,,"1811 RT 70 SOUTHAMPTON, NJ",,STONE ,10.58,,
12/01/2025,,400 Blvd of the Americas Lakewood ,,Stone ,10.94,,
12/01/2025,,14 Rt 202 Raritan,,Stone,4.94,,
12/02/2025,,"207/209 Bash Street Toms River, NJ ",,Stone,11.31,,
,,1014 Rt 202/206 Bridgewater ,,Sand EW ,$11.48/TON,,
,,"3950 New Brunswick Ave, Piscataway, NJ 08854",,Sand EW ,$11.51/TON,,
,,"81 Larchwood Ave, West Long Branch, NJ 07764",,Stone ,$12.59/TON,,
,,"1 Hillcrest Rd, Warren, NJ 07059",,Stone ,$7.71/TON,,
,,"1 Hillcrest Rd, Warren, NJ 07059",,Sand EW ,$13.49/TON,,
,Pantano,928 Middletown Warwick Rd Middletown DELAWARE,Existing ,Salt ,$25.27 +FSC,,
,,"1069 Old Route 13 Morrisville, PA  19067
",,STONE,10.64,,
,,195 CEDAR BRIDGE RD STAFFORD NJ,,STONE ,10.55,,
,panna ,200 JAMES ST lakewood nj,,salt ,15.88,,
,panna,"56 CHAMBERS brick, nj",,salt ,18.16,,
,Atlantic Realty,2201 Scenic Dr Ewing ,Existing ,Salt,8.92,,
12/02/2025,CHARLESTOWN LANDSCAPING,"3017 PHOENIXVILLE PIKE, MALVERN PA 19355",500 TONS/YEAR,SALT,14.71,,
,,15 High St Helmetta,,Stone,8.23,,
,,3203 Rt 9 Old Bridge,,Stone,9.94,,
,Sweetwater,"608 Jeffers Circle, Exton, PA",,Salt,16.95,,
,,Elizabeth Ave & Trenton Ave S Berkeley Nj,,Stone,10.77,,
,,1769 Linvale Harbourton Rd West Windsor,,Stone,4.81,,
,,1769 Linvale Harbourton Rd West Windsor,,Sand Ew,10.89,,
,Scott Bldg Corp,"2100 Kitty Hawk Ave, Phila, PA 19112",,Salt,10.12,,
,,275 Hartz Way Secaucus ,,Stone,12.93,,
,,"Byberry Road (S.R. 7301) over CSX Railroad, in the City of Philadelphia.",,stone,12.77,,
12/02/2025,,"925 Buccaneer Ln, Manahawkin, NJ 08050",,SAND,3.8,,
,,321 Walton Ave South Orange ,,Stone,9.94,,
,,"267 Federal City Rd., Pennington, NJ 08534",,Sand ,10.89,,
,Brightview,"200 Washington Rd, Princeton, NJ",,Salt,8.73,,
,Coombs ,1808 River Rd Burlington ,Existing ,Salt,7.4,,
,,"120 Boulevard Seaside Heights, NJ",,stone,11.88,,
,Landview,"1750 Nottingham Way, Hamilton Township, NJ 08619",,Salt,7.28,,
,,2180 n east ave vineland nj,,stone,$15.90/TON,,
,,"131 north river drive pennsville, nj",,stone,$16.80/TON,,
12/03/2025,Atlantic Realty,410 Forest Haven Blvd Edison ,Existing ,Salt,13.93,,
,,Wheatsheaf Ln and E Tioga St intersecting with I-95. Philadelphia,what town?,stone,14.06,,
,,Wheatsheaf Ln and E Tioga St intersecting with I-95. Philadelphia,what town?,"rip 12""",$16.32 +FSC,,
,BULLDOG,300 STEVENS DR ESSINGTON PA,,SALT,11.15,,
,R&R,2214 RITNER HWY Carlisle PA,New,Salt,37.64,,
,,Rt 33 & Sawgrass Dr Manalapan,,Stone ,8.67,,
,,"365-381 Clendenny Ave, Jersey City NJ",,Stone,11.21,,
12/04/2025,Brightview,"2086 Corporate Ctr Dr W, Tobyhanna, PA 18466",,Salt,26.15,,
,,"Lakeview Memorial Park 1300 Route 130 North Cinnaminson, NJ 08077",,stone,$12.08/TON,,
,,"105 Route 35, Keyport NJ",,Stone,12.46,,
,,"Arlington Way and Barnegat Ave., Berkeley Township.",COMING UP IN SEASIDE PARK,cc br et,BR $6.73-ET $9.69,,
,,"69 Jefferson Lane, Logan Township, NJ 08059",,stone,15.96,,
,ECF,180 WHEELER CT LANGHORNE,,SALT,6.07,,
,,2 Blue Spruce Rd Hopewell,COMES UP AS PENNINGTON,Stone,5.32,,
,,"1501 Avenue of the States, Lakewood, New Jersey 08701, United States",,stone,10.75,,
,molly,623 cedar hill rd ambler pa,,stone,13.44,,
,,534 wrightstown sykesville rd north hanover nj,,sand,11.02,,
12/05/2025,DANCO,"163 phalanx rd, colts neck nj",10 LOADS,CRUSHED ET/BR,ET $6.27/BR $6.42,,
,,Rt 9 & Cindy St Old Bridge,,Stone,$9.80/TON,,
,,"113 cross keys road berlin, nj",,stone,13.24,,
,new cust,2741 Nottingham way Trenton NJ 08619,,salt,7.93,,
,,"182 Yawpo Ave, Oakland",,Stone ,$11.70/TON,,
,,"182 Yawpo Ave, Oakland",,SAND EW ,$18.82/TON,,
,,2 Cedar Ave Fairhaven,,Stone,12.65,,
,,2 Cedar Ave Fairhaven,,SAND EW ,12.64,,
,,2 Cedar Ave Fairhaven,,CC ET,8.11,,
,,333 Rt 9 Old Bridge,,Stone,9.69,,
,,333 Rt 9 Old Bridge,"2 loads 18""",Rip rap stone ,$14.74 +FSC,,
,,"130 Sharp Rd
Marlton, NJ  08053
United States",Stone ,Stone ,11.59,,
,,"26 Montana Avenue, Cherry Hill, NJ ",,stone,11.65,,
,,"111 Route 10 East Hanover, NJ 07936",,Stone ,9.18,,
,,"1376 Fairview St, Camden, NJ",Stone ,,12.98,,
,,2100 Wescott Dr Flemington ,,Stone,7.16,,
,,2100 Wescott Dr Flemington ,,SAND EW ,13.24,,
,,"115 REENAS WAY, BERLIN",,STONE,13.36,,
,NEW CUST,"420 sumneytown Pike North wales, Pennsylvania 19438
",,SALT,11.46,,
,,", 1376 Fairview St, Camden, NJ",,stone,12.29,,
,,52 Sullivan way Ewing ,,Stone ,$7.49/TON,,
,,52 Sullivan way Ewing ,,SAND EW ,$11.70/TON,,
,,176 Thomas Rd Port Murray,,Stone ,$12.35/TON,,
,,175 Glenside Ave Scotch Plains,,Stone,$7.90/TON,,
,,175 Glenside Ave Scotch Plains,,SAND EW ,$13.19/TON,,
,,2700 Rt 22 Union,,Stone,$8.93/TON,,
,,1 Hoover Way Woodbridge ,,Stone,$8.36/TON,,
,,373 Rt 9 Woodbridge ,,Stone,8.55,,
,,100 Oakwood village Flanders ,New customer ,Salt ,19.88,,
,,Faculty rd & Fitzrandolph Rd Princeton,,Stone,4.81,,
,,Faculty rd & Fitzrandolph Rd Princeton,,SAND EW ,9.88,,
,,1425 Grandview Ave Paulsboro,,Stone ,13.49,,
,,"100 Forklanding Road, Cinnaminson, NJ 08077.",,stone,11.46,,
,,"100 Forklanding Road, Cinnaminson, NJ 08077.",,sand,FR $8.55,,
,,"Prospect St, From Cross St to Rt 9, Ocean County","waretown, nj",sand ,,,
,,"Castor Ave & N. Delaware Ave, Philadelphia, PA.",,STONE,14.28,,
12/09/2025,MURRAY,"709 SWEDELAND RD, KING OF PRUSSIA",,SALT,12.41,,
,,"260 east bay ave manahawkin, nj",,stone,11.12,,
,,"4000 Bordentown Ave, Sayreville, NJ.",,Stone,9.63,,
,,2 Blue Spruce Dr.Pennington ,,STONE ,5.32,,
,,"100 Forklanding Road, Cinnaminson, NJ 08077.",,sand ew,12.16,,
,,275 Hartz Way Secaucus ,,SAND EW ,17.13,,
,,Raritan Reach Rd South Amboy,,Stone,9.18,,
,,Raritan Reach Rd South Amboy,,SAND EW ,11.65,,
,,Raritan Reach Rd South Amboy,,CC ET,6.84,,
,GROUNDTECH,"1200 walsh rd north wales, pa ",,salt,11.9365217391304,,
,GROUNDTECH,"200 maron rd hatfield, pa",,salt ,12.8826086956522,,
,new cust,100 CONCORD RD. CHESTER PA,,salt,12.25,,
,central irrigation,"700 Lower State Rd, North Wales, PA 19454",,salt,10.48,,
,central irrigation,"700 Spring Garden St, Philadelphia, PA 19123",,salt,9.45,,
,central irrigation,"1575 West, Street Rd, Warminster, PA 18974",,salt,9.09,,
,,1730 State Route 31 Clinton,,Stone ,8.3,,
,,2101 Rt 35 Holmdel ,,Stone,10.89,,
12/09/2025,DIAMOND MATERIALS,"900 RICHARDS RUN, BURLINGTON NJ",4000,SNAD FR/EW,FR $11.27--EW $11.59,,
12/09/2025,BRIGHTVIEW,2641 JOHN F KENNEDY BLVD. JERSEY CITY,,Salt,22.3565217391304,,
12/09/2025,MIDDLETOWN TWP PA,DL SALT 27 N PENNELL RD. MEDIA PA,,SALT,12.43,,
,new cust,"501 Hercules Drive Stockertown, Pennsylvania 18083
",,salt,20.31,,
,new cust,"3501 Solly Ave Phila,Pa 19136",,salt,8.45,,
,Doyle ,"4844 BLOOMINGDALE, HILLSOBOROUGH",Existing ,Salt,14.7369565217391,,
,Doyle ,"1505 ASPEN DR, PLAINSBORO –",Existing ,Salt ,11.4334782608696,,
,Doyle ,"100 GRANDE AVE, W. WINDSOR NJ",Existing ,Salt,11.1486956521739,,
,Premier,"21 Dugan Lane #1409, Toms River NJ
08755",,Stone ,10.17,,
,,"1444 harding hwy newfield, nj",,Sand ,FR $3.86,,
,,"3113 belmar blvd, wall nj",,stone,11.07,,
,,"323 Rileyville Rd, Ringoes NJ",,stone,5.07,,
,central irrigation,605 barnsboro rd mullica hill nj,,Salt,14.4152173913043,,
,,65 James Street Edison,,Stone,8.11,,
,,65 James Street Edison,,SAND EW ,12.03,,
,,"1 Linden Ave E, Jersey City, NJ 07305",,Stone,12.01,,
,,"323 Rileyville Rd, Ringoes NJ",,Stone,5.07,,
,,"7910 LONG BEACH BLVD, BEACH HAVEN CREST NJ",,sand EW,5.1,,
12/11/2025,,"3641 NJ-42 Washington, NJ",blackwood,Sand ,FR $4.81,,
12/11/2025,,"3641 NJ-42 Washington, NJ",blackwood,Stone,14.36,,
12/11/2025,,2035 Burlington Mt Holly Rd,,SAND EW ,11.02,,
12/11/2025,NEW CUST,"38 West Taunton Rd Berlin, New Jersey 08009
",,SALT,13.94,,
12/11/2025,ECF,"172 Industrial Dr, Bellefonte, PA 16823",,SALT,48.97,,
12/11/2025,Zimmerman ,2860 yellow goose rd Lancaster pa ,,salt,24.57,,
12/11/2025,Devrise,"99 CALLAHAN BLVD, PARLIN NJ",,SALT,17.46,,
12/11/2025,new cust,180 mt. airy rd basking ridge nj,,salt ,16.68,,
12/11/2025,new cust ,"20 kingsbridge rd piscataway, nj",,salt ,14.88,,
12/11/2025,Brightview,2201 CHAPEL AVE W. CHERRY HILL NJ,,Salt,9.65,,
12/11/2025,GPS Landscaping,"45 clay st, north brunswick nj",,Salt,11.68,,
12/11/2025,GPS Landscaping,"127 ellenel blvd, spotswood, nj 08884",,Salt,14.88,,
12/11/2025,,7TH AVE & LONG BEACH BLVD. SHIP BOTTOM NJ,,stone,11.37,,
12/12/2025,,1985 west blvd. Malaga nj ,,Stone ,15.07,,
,,100 stellarator rd Princeton nj ,,Stone ,5.64,,
12/12/2025,CHEAP TREES,"494 KAREN AVE, FRANKLINVILLE, NJ",,SALT,15.9652173913043,,
12/12/2025,KEYSTONE CONCRETE PRODUCTS,"499 EAST FARMERSVILLE RD., NEW HOLLAND, PA","8,000 TONS SAND/ANNUALLY",SAND FR/PN,FR: $13.64/ton  PN: $16.26/ton With backhaul from NE Hinkle,,
12/12/2025,GREENWAY INDUSTRIES,"89 YELLOWBROOK RD, FARMINGDALE, NJ",180K TONS STONE/ANNUALLY,STONE ,,,
12/12/2025,NEW CUSTOMER,"3280 US206, Bordentown, Nj",,SALT,8.18739130434783,,
,AMK ,"1737 5th 5th street bethlehem, pa ",,salt ,18.7060869565217,,
,,"230 lake drive e cherry hill, nj",,stone,11.53,,
,,"4640 moss mill rd, egg harbor, nj",,stone,13.05,,
,Pro grade ,"318 Atlantic City Blvd., Bayville NJ 08721",Existing ,Salt ,18.2417391304348,,
,Pro grade ,"199 Tomlinson Mill Road, Marlton NJ 08053",Existing ,SALT,12.0434782608696,,
,,113 N. Gold rd Robbinsville ,,Stone,7.79,,
,,2544 Kuser Rd Hamilton ,,Stone,7.92,,
,hale son ,2727 FORD ROAD bristol pa ,,salt,4.65,,
,new gen , 1033 N Maple Toms River,,salt,14.9721739130435,,
,new gen ,12 Costco Dr. Monroe,,salt,12.8934782608696,,
,cust landscape,"58 Vaugh
West Windsor, NJ 08550
",,salt,9.02608695652174,,
,central irrigation,"4200 South White Horse Pike
Hammonton, NJ 08037",,Salt ,18.1434782608696,,
,central irrigation,301 E Oak Ave lawnside nj ,,Salt,11.6804347826087,,
,central irrigation,1040 North Kings Highway cherry hill nj ,,Salt ,10.3934782608696,,
,ECF,1025 BOXWOOD DR WILMINGTON DE,,Salt,18.27,kl talking to myers ,
,Devrise,"244 BELMONT DRIVE, SOMERSET NJ",,Salt,16.43,,
,Devrise,"100 OVERLOOK CENTER, PRINCETON NJ ",,Salt,9.09782608695652,,
,DIAM1125,"38 Rolling Meadows Blvd S, Asbury Park NJ",,SALT,18.9021739130435,,
,DIAM1125,"1 Covenhoven Rd, Manalapan, NJ",,salt,14.5045652173913,,
,Brightview,"191 PASSAIC AVE, SUMMIT NJ",,Salt,19.6739130434783,,
,NEW CUST,"2145 Nottingham Way, Hamilton NJ 08619",,SALTY,7.43260869565218,,
,wicklow & laureno,"50 Veronica, Somerset NJ",,salt,13.4086956521739,,
,wicklow & laureno,"                                       400 Connell Drive, Berkely Heights NJ",,salt,19.4086956521739,,
,Brightview,"600 Mountain Ave, New Providence NJ –",,Salt,18.1434782608696,,
,Synatek,"153 Angstadt Ln, Reading, PA 19607",5000,Salt ,20.1134782608696,,
,,67 KINGS HIGHWAY SWEDESBORO NJ,,Stone ,15.2,,
,new cust,"101 river trail circle king of prussia, pa ",,salt,11.96,,
,TROZZI,"28 WORLDS FAIR DR, SOMERSET NJ",1 LOAD,STONE,6.52,,
12/16/2025,PRO GRADE,"318 ATLANTIC CITY BLVD (ROUTE 9) BAYVILLE, NJ",,SALT,18.24,,
12/16/2025,PRO GRADE,"199 TOMLINSON MILL RD, MARLTON, NJ",,SALT,12.04,,
,Evercor,1400 NORTH IRVING ST. ALLENTOWN PA,,Salt,20.11,,
,Evercor,650 BOULDER DR BREININGSVILLE PA,,Salt,20.3,,
,Evercor,600 KUEBLER RD. EASTON PA,,Salt,21.41,,
,IMPERIAL,CALCON HOOK ROAD SHARON HILL PA ,,SALT,11.8,,
,spooky,"2135 Amwell Road, Somerset NJ 08873",,salt,14.13,,
,EXECUTIVE,1 GLENVIEW RD. MONTVALE NJ,,SALT,31.3334782608696,,
,EXECUTIVE,610 AVIATION RD. READING PA ,,SALT,23.2308695652174,,
,underground ,"91 Tennent Rd, Morganville, NJ 07751",,stone,10.77,,
,IMPERIAL,"CALCON HOOK RD  SHARON HILL, PA 19079","THIS IS DONE, LOOK UP",SALT ,,,
,EVERCORE,410 READING CREST AVE. READING PA,,SALT,21.61,,
,WINZINGER,3377 US-9 OLD BRIDGE NJ ,,STONE,9.88,,
12/17/2025,EXECUTIVE,1 TINICUM ISLAND RD. PHILADELPHIA PA,,SALT,12.07,,
,Minger ,River Trail Cir king of Prussia pa ,,Salt,12.91,,
,Laurano ,362 Rt 206 Flanders,Existing ,Salt,20.19,,
,,Linden logistics way Linden,Existing ,SALT,19.15,,
, ,110 South St Morristown ,Existing ,SALT,19.46,,
,Pristine,"1000 pinewalled road, Beachwood NJ 08722",New,salt ,18.19,,
,,"71 Oak Glen Rd, Howell, NJ 07731",,STONE ,10.93,,
12/18/2025,BAYSIDE HOMES,1 S. GREEN ST TUCKERTON NJ,,cc,BR $9.76,,
12/18/2025,CORNERSTONE,12 STERLING RD WATCHUNG NJ,,STONE,7.35,,
12/18/2025,,"1437 E state st, hamilton nj",,stone,7.6,,
12/18/2025,,691 Manchua Grove Rd West Deptford,,Stone,13.87,,
12/18/2025,,"623 Case Rd. Branchburg, NJ.",,Stone,5.45,,
12/18/2025,,Town Center Rd. & Main St. East Windsor Nj.,,Stone ,7.22,,
12/18/2025,,Town Center Rd. & Main St. East Windsor Nj.,,Sand EW,10.13,,
12/18/2025,,1460 Livingston Ave North Brunswick ,,Stone,6.65,,
12/18/2025,,1460 Livingston Ave North Brunswick ,,Sand EW,10.96,,
12/18/2025,,1460 Livingston Ave North Brunswick ,,CC ET,7.09,,
12/18/2025,,"1 Cooper Plaza, Camden, NJ 08103",,stone,13.05,,
12/19/2025,,370 Smithburg Rd.Manalapan,,Stone,8.55,,
12/19/2025,,370 Smithburg Rd.Manalapan,,Sand EW,10.07,,
12/19/2025,,526 County Rd 513 Califon,,Stone ,9.5,,
12/19/2025,,775 Union Blvd Totowa,,Stone,10.96,,
12/19/2025,,Rt 206 & Rt 295 Lawrence twp,,Stone,7.91,,
12/19/2025,,108 N.Gold Dr Robbinsville ,,Stone ,7.79,,
12/19/2025,,2544 Kuser Rd Hamilton ,,Stone,7.92,,
12/19/2025,,420 W 22nd St Bayonne,,Stone,20.25,,
12/19/2025,,420 W 22nd St Bayonne,,Sand EW,23.54,,
12/19/2025,,"42 Coit St., Irvington, NJ 07111",,Stone,9.75,,
12/19/2025,,"42 Coit St., Irvington, NJ 07111",,Sand EW,14.84,,
,,1450 Rahway Ave Avenel,,Stone ,9.556,,
,GUZZI,"129 Hooper Ave, Toms River, NJ 08753",,STONE,10.55,,
,,9 and Terrace Blvd Berkeley Twp,,Stone,10.45,,
,,9 and Terrace Blvd Berkeley Twp,,Sand ,6.08,,
12/22/2025,New custo,814 cedar ct New Brunswick ,,Salt,12.68,,
,Four Seasons ,"2507 Philmont Ave, Huntingdon Valley, PA 19006",,Salt,8.52,,
,Four Seasons ,"9896 Bustleton Ave, Philadelphia, PA 19115",,Salt,8.47,,
,Four Seasons ,"900 Packer Ave, Philadelphia, PA 19148",,Salt,9.7,,
,Earle ,"406 S Brewster Rd, Vineland, NJ 08360",,Stone ,15.45,,
,,2600 Woodbridge Ave Edison ,,Stone,7.98,,
,HE Landscaping,"3280 US206, Bordentown, NJ",,Salt,8.19,,
,,1101 New Ford Mill Rd MOrrisville PA,,Stone ,12.01,,
,EXECUTIVE,995 TAYLORS LN. RIVERTON,Existing ,Salt,10.79,,
12/22/2025,Jersey Construction,"700 Sloan Ave Trenton, NJ ",400cy,Dry Grout ,$8.15/ton out of Morrisville,,
,native ,1600 St Georges Ave. Avenel NJ,,salt,15.75,,
,,"5 Bluff View DR Medford NJ 08055
",,sand,FR $8.36,,
12/22/2025,COMMERCE,"4 ATLANTIC AVE, PHILADELPHIA, PA ",2 LOADS,#57,14.92,,
12/23/2025,IMPACT,1 UXBRIDGE CT. SEWELL NJ,,SALT,13.9,,
,central irrigation,"AtlantiCare Hospital, 65 W. Jimmie Leeds Road, Pomona, NJ 08240",,SALT,22.0434782608696,,
,central irrigation,"Grande Center, Route 9 South, Rio Grande, NJ 08242",,SALT,28.1652173913044,,
,central irrigation,"AtlantiCare Regional Medical Center – Atlantic City Campus, 1925 Pacific Avenue, Atlantic City, NJ 08401",,SALT,23.4673913043478,,
,central irrigation,"Tac-Pal Logistics Center, 101 Route 73, Palmyra, NJ 08065",,SALT,8.54347826086957,,
,central irrigation,"Marketplace of Absecon, 636 White Horse Pike, Absecon, NJ 08201",,SALT,22.5434782608696,,
,central irrigation,"35 East Park Drive, Westhampton, NJ 08060",,SALT,9.03021739130435,,
,central irrigation,"2021 Woodhaven Road, Philadelphia, PA 19116",,SALT,6.58782608695652,,
,central irrigation,"Willingboro Town Center, 200 Campbell Drive, Willingboro, NJ 08046",,SALT,8.1304347826087,,
,,1725 Oak St. Lakewood NJ,,sand ,EW - $8.12/TON,,
,,"292 Ward Ave, Bordentown, NJ 08505",,stone,$8.28/TON,,
,Bulldog,"1 S Stewart Ave, Ridley Park, PA",,Salt,11.48,,
,,River Road Bridge Highland Park,*CAN YOU GET A CROSS STREET?,Stone ,,,
,Atlantic Realty,100 WOODHAVEN BLVD.Old Bridge,Existing ,Salt,15.89,,
,,"500 S 1st St, Elizabeth, NJ 07202",,Stone ,$11.61/TON,,
,Vision,"937 CR 532, FLEMINGTON",Existing ,Salt ,16.0695652173913,,
,EVERCORE,575 OLD FORGE RD.  JONESTOWN PA,,SALT,30.3369565217391,,
,EVERCORE,"590 WILLOW SPRINGS LANE,YORK PA",,SALT,29.5695652173913,,
,Guaranteed ,"421 Kings Hwy E, Middletown NJ.",New,Salt,20.87,,
,,539 Riverview Dr Perth Amboy,,Stone ,$8.47/TON,,
,,606 Main St. Belmar Nj,,Stone ,$11.75/TON,,
,earle,"406 S Brewster Rd, Vineland, NJ 08360",,sand,FR - $4.29/TON,,
,,240 Atrium Dr Somerset ,,Sand EW,11.27,,
12/23/2025,WAYNE RHOADS,"3 S COMMERCE WAY, BETHLEHEM PA",4 LOADS,SALT,18.96,,
,central irrigation,"568 Central Ave Bridgewater, NJ 08807",,salt,14.88,,
,BRIGHTVIEW,1037 RAYMOND BLVD. NEWARK NJ  ,,SALT,20.85,,
12/23/2025,WICKLOW,"1041 RT 202/206, BRIDGEWATER NJ",,SALT,15.81,,
,EAST COAST,6724 NORWITCH DR. PHILADELPHIA              ,,SALT,10.95,,
,acacia,"1717 E Lincoln Hwy. Langhorne, PA 19047 ",,salt,5.98,,
,acacia,"934 Route 73 in Mount Laurel, NJ 08054 ",,salt,9.75,,
,LCM Enviro,201 s gulph road King of Prussia PA,New,Salt,12.26,,
,,400 Cottontail lane Somerset ,,Stone,5.45,,
,,400 Cottontail lane Somerset ,,Sand EW,10.89,,
,, 400 Cottontail Lane Somerset,,CC ET,8.5,,
,Debex ,"680 Grove Rd, West Deptford, NJ 08086",,Sand ,FR $7.54,,
,Debex ,"680 Grove Rd, West Deptford, NJ 08086",,Stone ,13.55,,
